seed,friction_level,forecast_selected_representative,deployed_selected_representative,agreement_flag,selection_disagreement_flag,deployed_gap_of_forecast_selected
33,1.0,reactive_short,lagged_smoother,False,True,21.50892857142857
34,0.0,reactive_short,reactive_short,True,False,0.0
34,0.5,reactive_short,lagged_smoother,False,True,5.845238095238095
34,1.0,reactive_short,lagged_smoother,False,True,22.970238095238088
35,0.0,reactive_short,reactive_short,True,False,0.0
35,0.5,reactive_short,lagged_smoother,False,True,6.132440476190478
35,1.0,reactive_short,lagged_smoother,False,True,24.10267857142857
36,0.0,reactive_short,reactive_short,True,False,0.0
36,0.5,reactive_short,lagged_smoother,False,True,8.5
36,1.0,reactive_short,lagged_smoother,False,True,27.416666666666664
37,0.0,reactive_short,reactive_short,True,False,0.0
37,0.5,reactive_short,lagged_smoother,False,True,8.988095238095235
37,1.0,reactive_short,lagged_smoother,False,True,26.815476190476176
38,0.0,reactive_short,reactive_short,True,False,0.0
38,0.5,reactive_short,lagged_smoother,False,True,6.837797619047619
38,1.0,reactive_short,lagged_smoother,False,True,24.188988095238102
39,0.0,reactive_short,reactive_short,True,False,0.0
39,0.5,reactive_short,lagged_smoother,False,True,8.855654761904761
39,1.0,reactive_short,lagged_smoother,False,True,27.95684523809524
40,0.0,reactive_short,reactive_short,True,False,0.0
40,0.5,reactive_short,lagged_smoother,False,True,6.419642857142859
40,1.0,reactive_short,lagged_smoother,False,True,22.73511904761905
41,0.0,reactive_short,reactive_short,True,False,0.0
41,0.5,reactive_short,lagged_smoother,False,True,6.288690476190476
41,1.0,reactive_short,lagged_smoother,False,True,23.663690476190474
42,0.0,reactive_short,reactive_short,True,False,0.0
42,0.5,reactive_short,lagged_smoother,False,True,6.625000000000001
42,1.0,reactive_short,lagged_smoother,False,True,23.904761904761898
43,0.0,reactive_short,reactive_short,True,False,0.0
43,0.5,reactive_short,lagged_smoother,False,True,7.486607142857142
43,1.0,reactive_short,lagged_smoother,False,True,25.397321428571445
44,0.0,reactive_short,reactive_short,True,False,0.0
44,0.5,reactive_short,lagged_smoother,False,True,5.94047619047619
44,1.0,reactive_short,lagged_smoother,False,True,22.505952380952372
45,0.0,reactive_short,reactive_short,True,False,0.0
45,0.5,reactive_short,lagged_smoother,False,True,6.959821428571427
45,1.0,reactive_short,lagged_smoother,False,True,23.197916666666657
46,0.0,reactive_short,reactive_short,True,False,0.0
46,0.5,reactive_short,lagged_smoother,False,True,8.364583333333334
46,1.0,reactive_short,lagged_smoother,False,True,26.51339285714286
47,0.0,reactive_short,reactive_short,True,False,0.0
47,0.5,reactive_short,lagged_smoother,False,True,7.988095238095238
47,1.0,reactive_short,lagged_smoother,False,True,25.232142857142847
48,0.0,reactive_short,reactive_short,True,False,0.0
48,0.5,reactive_short,lagged_smoother,False,True,8.388392857142856
48,1.0,reactive_short,lagged_smoother,False,True,27.662202380952394
49,0.0,reactive_short,reactive_short,True,False,0.0
49,0.5,reactive_short,lagged_smoother,False,True,7.360119047619047
49,1.0,reactive_short,lagged_smoother,False,True,25.568452380952372
50,0.0,reactive_short,reactive_short,True,False,0.0
50,0.5,reactive_short,lagged_smoother,False,True,6.263392857142857
50,1.0,reactive_short,lagged_smoother,False,True,23.35267857142857
51,0.0,reactive_short,reactive_short,True,False,0.0
51,0.5,reactive_short,lagged_smoother,False,True,6.761904761904763
51,1.0,reactive_short,lagged_smoother,False,True,25.398809523809526
52,0.0,reactive_short,reactive_short,True,False,0.0
52,0.5,reactive_short,lagged_smoother,False,True,7.633928571428572
52,1.0,reactive_short,lagged_smoother,False,True,25.3125
53,0.0,reactive_short,reactive_short,True,False,0.0
53,0.5,reactive_short,lagged_smoother,False,True,8.821428571428573
53,1.0,reactive_short,lagged_smoother,False,True,28.05952380952381
54,0.0,reactive_short,reactive_short,True,False,0.0
54,0.5,reactive_short,lagged_smoother,False,True,4.97172619047619
54,1.0,reactive_short,lagged_smoother,False,True,21.54315476190476
55,0.0,reactive_short,reactive_short,True,False,0.0
55,0.5,reactive_short,lagged_smoother,False,True,8.007440476190478
55,1.0,reactive_short,lagged_smoother,False,True,26.483630952380956
56,0.0,reactive_short,reactive_short,True,False,0.0
56,0.5,reactive_short,lagged_smoother,False,True,7.157738095238095
56,1.0,reactive_short,lagged_smoother,False,True,24.92559523809524
57,0.0,reactive_short,reactive_short,True,False,0.0
57,0.5,reactive_short,lagged_smoother,False,True,7.214285714285714
57,1.0,reactive_short,lagged_smoother,False,True,24.607142857142847
58,0.0,reactive_short,reactive_short,True,False,0.0
58,0.5,reactive_short,lagged_smoother,False,True,8.830357142857142
58,1.0,reactive_short,lagged_smoother,False,True,26.633928571428577
59,0.0,reactive_short,reactive_short,True,False,0.0
59,0.5,reactive_short,lagged_smoother,False,True,6.428571428571429
59,1.0,reactive_short,lagged_smoother,False,True,22.738095238095234
60,0.0,reactive_short,reactive_short,True,False,0.0
60,0.5,reactive_short,lagged_smoother,False,True,7.267857142857142
60,1.0,reactive_short,lagged_smoother,False,True,24.95238095238095
61,0.0,reactive_short,reactive_short,True,False,0.0
61,0.5,reactive_short,lagged_smoother,False,True,6.970238095238095
61,1.0,reactive_short,lagged_smoother,False,True,24.595238095238088
62,0.0,reactive_short,reactive_short,True,False,0.0
62,0.5,reactive_short,lagged_smoother,False,True,8.132440476190471
62,1.0,reactive_short,lagged_smoother,False,True,26.346726190476183
63,0.0,reactive_short,reactive_short,True,False,0.0
63,0.5,reactive_short,lagged_smoother,False,True,6.534226190476193
63,1.0,reactive_short,lagged_smoother,False,True,24.058035714285708
64,0.0,reactive_short,reactive_short,True,False,0.0
64,0.5,reactive_short,lagged_smoother,False,True,6.739583333333332
64,1.0,reactive_short,lagged_smoother,False,True,23.79910714285714
65,0.0,reactive_short,reactive_short,True,False,0.0
65,0.5,reactive_short,lagged_smoother,False,True,10.581845238095237
65,1.0,reactive_short,lagged_smoother,False,True,30.129464285714285
66,0.0,reactive_short,reactive_short,True,False,0.0
66,0.5,reactive_short,lagged_smoother,False,True,5.418154761904763
66,1.0,reactive_short,lagged_smoother,False,True,22.13839285714286
67,0.0,reactive_short,reactive_short,True,False,0.0
67,0.5,reactive_short,lagged_smoother,False,True,4.502976190476187
67,1.0,reactive_short,lagged_smoother,False,True,20.6875
68,0.0,reactive_short,reactive_short,True,False,0.0
68,0.5,reactive_short,lagged_smoother,False,True,7.7961309523809526
68,1.0,reactive_short,lagged_smoother,False,True,26.016369047619044
69,0.0,reactive_short,reactive_short,True,False,0.0
69,0.5,reactive_short,lagged_smoother,False,True,9.879464285714286
69,1.0,reactive_short,lagged_smoother,False,True,29.67708333333333
70,0.0,reactive_short,reactive_short,True,False,0.0
70,0.5,reactive_short,lagged_smoother,False,True,8.16666666666667
70,1.0,reactive_short,lagged_smoother,False,True,26.98809523809524
71,0.0,reactive_short,reactive_short,True,False,0.0
71,0.5,reactive_short,lagged_smoother,False,True,9.651785714285715
71,1.0,reactive_short,lagged_smoother,False,True,28.8125
72,0.0,reactive_short,reactive_short,True,False,0.0
72,0.5,reactive_short,lagged_smoother,False,True,6.233630952380954
72,1.0,reactive_short,lagged_smoother,False,True,24.30505952380952
73,0.0,reactive_short,reactive_short,True,False,0.0
73,0.5,reactive_short,lagged_smoother,False,True,6.855654761904759
73,1.0,reactive_short,lagged_smoother,False,True,25.11755952380952
74,0.0,reactive_short,reactive_short,True,False,0.0
74,0.5,reactive_short,lagged_smoother,False,True,6.989583333333333
74,1.0,reactive_short,lagged_smoother,False,True,24.001488095238088
75,0.0,reactive_short,reactive_short,True,False,0.0
75,0.5,reactive_short,lagged_smoother,False,True,7.15327380952381
75,1.0,reactive_short,lagged_smoother,False,True,25.41517857142857
76,0.0,reactive_short,reactive_short,True,False,0.0
76,0.5,reactive_short,lagged_smoother,False,True,6.736607142857146
76,1.0,reactive_short,lagged_smoother,False,True,24.433035714285715
77,0.0,reactive_short,reactive_short,True,False,0.0
77,0.5,reactive_short,lagged_smoother,False,True,5.537202380952381
77,1.0,reactive_short,lagged_smoother,False,True,21.98958333333333
78,0.0,reactive_short,reactive_short,True,False,0.0
78,0.5,reactive_short,lagged_smoother,False,True,7.574404761904762
78,1.0,reactive_short,lagged_smoother,False,True,25.63988095238095
79,0.0,reactive_short,reactive_short,True,False,0.0
79,0.5,reactive_short,lagged_smoother,False,True,9.005952380952378
79,1.0,reactive_short,lagged_smoother,False,True,27.803571428571423
80,0.0,reactive_short,reactive_short,True,False,0.0
80,0.5,reactive_short,lagged_smoother,False,True,6.2559523809523805
80,1.0,reactive_short,lagged_smoother,False,True,23.13690476190476
81,0.0,reactive_short,reactive_short,True,False,0.0
81,0.5,reactive_short,lagged_smoother,False,True,5.671130952380951
81,1.0,reactive_short,lagged_smoother,False,True,22.27232142857143
82,0.0,reactive_short,reactive_short,True,False,0.0
82,0.5,reactive_short,lagged_smoother,False,True,8.586309523809524
82,1.0,reactive_short,lagged_smoother,False,True,27.366071428571423
83,0.0,reactive_short,reactive_short,True,False,0.0
83,0.5,reactive_short,lagged_smoother,False,True,4.229166666666666
83,1.0,reactive_short,lagged_smoother,False,True,19.54464285714286
84,0.0,reactive_short,reactive_short,True,False,0.0
84,0.5,reactive_short,lagged_smoother,False,True,5.561011904761904
84,1.0,reactive_short,lagged_smoother,False,True,22.662202380952387
85,0.0,reactive_short,reactive_short,True,False,0.0
85,0.5,reactive_short,lagged_smoother,False,True,7.395833333333333
85,1.0,reactive_short,lagged_smoother,False,True,24.98511904761905
86,0.0,reactive_short,reactive_short,True,False,0.0
86,0.5,reactive_short,lagged_smoother,False,True,7.120535714285714
86,1.0,reactive_short,lagged_smoother,False,True,23.72767857142857
87,0.0,reactive_short,reactive_short,True,False,0.0
87,0.5,reactive_short,lagged_smoother,False,True,6.2961309523809526
87,1.0,reactive_short,lagged_smoother,False,True,22.748511904761898
88,0.0,reactive_short,reactive_short,True,False,0.0
88,0.5,reactive_short,lagged_smoother,False,True,5.369047619047618
88,1.0,reactive_short,lagged_smoother,False,True,22.583333333333336
89,0.0,reactive_short,reactive_short,True,False,0.0
89,0.5,reactive_short,lagged_smoother,False,True,6.9375
89,1.0,reactive_short,lagged_smoother,False,True,23.889880952380956
90,0.0,reactive_short,reactive_short,True,False,0.0
90,0.5,reactive_short,lagged_smoother,False,True,9.357142857142858
90,1.0,reactive_short,lagged_smoother,False,True,28.0
91,0.0,reactive_short,reactive_short,True,False,0.0
91,0.5,reactive_short,lagged_smoother,False,True,9.291666666666668
91,1.0,reactive_short,lagged_smoother,False,True,27.720238095238102
92,0.0,reactive_short,reactive_short,True,False,0.0
92,0.5,reactive_short,lagged_smoother,False,True,7.419642857142855
92,1.0,reactive_short,lagged_smoother,False,True,25.002976190476197
93,0.0,reactive_short,reactive_short,True,False,0.0
93,0.5,reactive_short,lagged_smoother,False,True,5.034226190476191
93,1.0,reactive_short,lagged_smoother,False,True,20.433035714285722
94,0.0,reactive_short,reactive_short,True,False,0.0
94,0.5,reactive_short,lagged_smoother,False,True,7.293154761904761
94,1.0,reactive_short,lagged_smoother,False,True,26.03720238095238
95,0.0,reactive_short,reactive_short,True,False,0.0
95,0.5,reactive_short,lagged_smoother,False,True,5.0788690476190474
95,1.0,reactive_short,lagged_smoother,False,True,21.400297619047606
96,0.0,reactive_short,reactive_short,True,False,0.0
96,0.5,reactive_short,lagged_smoother,False,True,8.94642857142857
96,1.0,reactive_short,lagged_smoother,False,True,28.636904761904773
97,0.0,reactive_short,reactive_short,True,False,0.0
97,0.5,reactive_short,lagged_smoother,False,True,5.782738095238094
97,1.0,reactive_short,lagged_smoother,False,True,22.17559523809524
98,0.0,reactive_short,reactive_short,True,False,0.0
98,0.5,reactive_short,lagged_smoother,False,True,5.577380952380954
98,1.0,reactive_short,lagged_smoother,False,True,22.94047619047619
99,0.0,reactive_short,reactive_short,True,False,0.0
99,0.5,reactive_short,lagged_smoother,False,True,5.860119047619047
99,1.0,reactive_short,lagged_smoother,False,True,22.83630952380952
