question_id,scenario_id,domain,seed,forecaster_id,interface_id,friction_level,forecast_metric,target_metric,executed_metric,target_executed_gap,realized_cost,realized_turnover_or_adjustment,rank_within_forecast_metric,rank_within_executed_metric
Q2,synthetic_q2_stress_v2,synthetic,20,linear_ar,tempered,1.0,-0.044321280628756836,-0.14292434252268763,-0.1547538804164296,0.01182953789374197,0.023966041744330323,0.023966041744330323,2,3
Q2,synthetic_q2_stress_v2,synthetic,20,moving_average,tempered,1.0,-0.06258867151585826,-0.1018642346488068,-0.18511033166054874,0.08324609701174195,0.022356692318862805,0.022356692318862805,3,4
Q2,synthetic_q2_stress_v2,synthetic,20,naive_last,tempered,1.0,-0.0407688103166143,-0.15484455241017822,-0.14081233897509826,-0.01403221343507996,0.025605176258761228,0.025605176258761228,1,2
Q2,synthetic_q2_stress_v2,synthetic,20,noisy_overreactive,tempered,1.0,-0.11056937961368349,-0.3961459528875016,-0.13625622108575217,-0.25988973180174946,0.03503469194533577,0.03503469194533577,4,1
Q2,synthetic_q2_stress_v2,synthetic,21,linear_ar,tempered,0.0,-0.038348555057663304,-0.038348555057663304,-0.038348555057663304,0.0,0.0,0.0860866901266478,2,2
Q2,synthetic_q2_stress_v2,synthetic,21,moving_average,tempered,0.0,-0.06338639620906045,-0.06338639620906045,-0.06338639620906045,0.0,0.0,0.037293155488027946,3,3
Q2,synthetic_q2_stress_v2,synthetic,21,naive_last,tempered,0.0,-0.03551375641380524,-0.03551375641380524,-0.03551375641380524,0.0,0.0,0.10021357463694901,1,1
Q2,synthetic_q2_stress_v2,synthetic,21,noisy_overreactive,tempered,0.0,-0.08635181583218018,-0.06841020400211388,-0.06841020400211388,0.0,0.0,0.2652250595270132,4,4
Q2,synthetic_q2_stress_v2,synthetic,21,linear_ar,tempered,0.25,-0.038348555057663304,-0.05987022758932525,-0.09429997821238431,0.03442975062305906,0.006887828429886952,0.027551313719547808,2,3
Q2,synthetic_q2_stress_v2,synthetic,21,moving_average,tempered,0.25,-0.06338639620906045,-0.07270968508106744,-0.1294645946935128,0.05675490961244535,0.006002395774071325,0.0240095830962853,3,4
Q2,synthetic_q2_stress_v2,synthetic,21,naive_last,tempered,0.25,-0.03551375641380524,-0.060567150073042496,-0.08474947090603144,0.024182320832988942,0.007490093918997687,0.029960375675990747,1,2
Q2,synthetic_q2_stress_v2,synthetic,21,noisy_overreactive,tempered,0.25,-0.08635181583218018,-0.1347164688838672,-0.07490917068309244,-0.05980729820077477,0.011323967975224133,0.04529587190089653,4,1
Q2,synthetic_q2_stress_v2,synthetic,21,linear_ar,tempered,0.5,-0.038348555057663304,-0.0813919001209872,-0.11369094072084153,0.032299040599854334,0.01292677747502224,0.02585355495004448,2,3
Q2,synthetic_q2_stress_v2,synthetic,21,moving_average,tempered,0.5,-0.06338639620906045,-0.08203297395307443,-0.14803039526330566,0.06599742131023123,0.011663315641551313,0.023326631283102625,3,4
Q2,synthetic_q2_stress_v2,synthetic,21,naive_last,tempered,0.5,-0.03551375641380524,-0.08562054373227973,-0.10347176750827441,0.017851223775994685,0.013905673366387395,0.02781134673277479,1,2
Q2,synthetic_q2_stress_v2,synthetic,21,noisy_overreactive,tempered,0.5,-0.08635181583218018,-0.2010227337656205,-0.09502741325084145,-0.10599532051477904,0.01980163972744485,0.0396032794548897,4,1
Q2,synthetic_q2_stress_v2,synthetic,21,linear_ar,tempered,1.0,-0.038348555057663304,-0.12443524518431111,-0.150076826567362,0.02564158138305088,0.023681214385725693,0.023681214385725693,2,3
Q2,synthetic_q2_stress_v2,synthetic,21,moving_average,tempered,1.0,-0.06338639620906045,-0.1006795516970884,-0.18326560180763415,0.08258605011054575,0.022328135560794143,0.022328135560794143,3,4
Q2,synthetic_q2_stress_v2,synthetic,21,naive_last,tempered,1.0,-0.03551375641380524,-0.13572733105075424,-0.1387854228554863,0.0030580918047320715,0.025061540145296417,0.025061540145296417,1,2
Q2,synthetic_q2_stress_v2,synthetic,21,noisy_overreactive,tempered,1.0,-0.08635181583218018,-0.33363526352912715,-0.13109677304510028,-0.20253849048402686,0.032362126004490115,0.032362126004490115,4,1
Q2,synthetic_q2_stress_v2,synthetic,22,linear_ar,tempered,0.0,-0.04019462662622946,-0.04019462662622946,-0.04019462662622946,0.0,0.0,0.09012776155804537,2,2
Q2,synthetic_q2_stress_v2,synthetic,22,moving_average,tempered,0.0,-0.06753896830010979,-0.06753896830010979,-0.06753896830010979,0.0,0.0,0.039189390205277515,3,3
Q2,synthetic_q2_stress_v2,synthetic,22,naive_last,tempered,0.0,-0.03796214515719541,-0.03796214515719541,-0.03796214515719541,0.0,0.0,0.10501534956788036,1,1
Q2,synthetic_q2_stress_v2,synthetic,22,noisy_overreactive,tempered,0.0,-0.09521096287179315,-0.07714037375139719,-0.07714037375139719,0.0,0.0,0.2859793351073081,4,4
Q2,synthetic_q2_stress_v2,synthetic,22,linear_ar,tempered,0.25,-0.04019462662622946,-0.06272656701574081,-0.0994662753626998,0.036739708346958985,0.007105977988001535,0.02842391195200614,2,3
Q2,synthetic_q2_stress_v2,synthetic,22,moving_average,tempered,0.25,-0.06753896830010979,-0.07733631585142915,-0.1368167816541532,0.05948046580272405,0.0063828523615286495,0.025531409446114598,3,4
Q2,synthetic_q2_stress_v2,synthetic,22,naive_last,tempered,0.25,-0.03796214515719541,-0.0642159825491655,-0.08923755290730069,0.025021570358135195,0.007762067372238298,0.03104826948895319,1,2
Q2,synthetic_q2_stress_v2,synthetic,22,noisy_overreactive,tempered,0.25,-0.09521096287179315,-0.14863520752822426,-0.07855587730072487,-0.07007933022749939,0.011619613882257384,0.04647845552902954,4,1
Q2,synthetic_q2_stress_v2,synthetic,22,linear_ar,tempered,0.5,-0.04019462662622946,-0.08525850740525215,-0.11961723926905218,0.034358731863800035,0.013325114588166587,0.026650229176333175,2,3
Q2,synthetic_q2_stress_v2,synthetic,22,moving_average,tempered,0.5,-0.06753896830010979,-0.08713366340274856,-0.15605528594081244,0.06892162253806389,0.01230014182358406,0.02460028364716812,3,4
Q2,synthetic_q2_stress_v2,synthetic,22,naive_last,tempered,0.5,-0.03796214515719541,-0.09046981994113559,-0.10879228710250774,0.018322467161372147,0.014467600364607666,0.02893520072921533,1,2
Q2,synthetic_q2_stress_v2,synthetic,22,noisy_overreactive,tempered,0.5,-0.09521096287179315,-0.22013004130505126,-0.09935774982950368,-0.12077229147554758,0.020308878680410803,0.040617757360821606,4,1
Q2,synthetic_q2_stress_v2,synthetic,22,linear_ar,tempered,1.0,-0.04019462662622946,-0.13032238818427486,-0.15726616385837253,0.02694377567409767,0.024368771365476046,0.024368771365476046,2,3
Q2,synthetic_q2_stress_v2,synthetic,22,moving_average,tempered,1.0,-0.06753896830010979,-0.1067283585053873,-0.19224369913195213,0.08551534062656484,0.023186996382424902,0.023186996382424902,3,4
Q2,synthetic_q2_stress_v2,synthetic,22,naive_last,tempered,1.0,-0.03796214515719541,-0.14297749472507573,-0.14543483222612597,0.002457337501050233,0.026006615569511206,0.026006615569511206,1,2
Q2,synthetic_q2_stress_v2,synthetic,22,noisy_overreactive,tempered,1.0,-0.09521096287179315,-0.3631197088587053,-0.13725726343257783,-0.2258624454261275,0.03379378896557674,0.03379378896557674,4,1
Q2,synthetic_q2_stress_v2,synthetic,23,linear_ar,tempered,0.0,-0.04269706201471365,-0.04269706201471365,-0.04269706201471365,0.0,0.0,0.0942940703410318,2,2
Q2,synthetic_q2_stress_v2,synthetic,23,moving_average,tempered,0.0,-0.068077618855715,-0.068077618855715,-0.068077618855715,0.0,0.0,0.039919935573468145,3,3
Q2,synthetic_q2_stress_v2,synthetic,23,naive_last,tempered,0.0,-0.03965681545559135,-0.03965681545559135,-0.03965681545559135,0.0,0.0,0.11035988052988137,1,1
Q2,synthetic_q2_stress_v2,synthetic,23,noisy_overreactive,tempered,0.0,-0.09664187640347016,-0.0782733611766538,-0.0782733611766538,0.0,0.0,0.2889460609444055,4,4
Q2,synthetic_q2_stress_v2,synthetic,23,linear_ar,tempered,0.25,-0.04269706201471365,-0.06627057959997161,-0.10143325988213568,0.03516268028216407,0.007125459828966371,0.028501839315865484,2,3
Q2,synthetic_q2_stress_v2,synthetic,23,moving_average,tempered,0.25,-0.068077618855715,-0.07805760274908205,-0.13478079864010759,0.056723195891025535,0.006116185383926395,0.02446474153570558,3,4
Q2,synthetic_q2_stress_v2,synthetic,23,naive_last,tempered,0.25,-0.03965681545559135,-0.06724678558806169,-0.0892886983027082,0.02204191271464652,0.007810404059443974,0.031241616237775896,1,2
Q2,synthetic_q2_stress_v2,synthetic,23,noisy_overreactive,tempered,0.25,-0.09664187640347016,-0.15050987641275518,-0.07969107077214975,-0.07081880564060543,0.011834885343020156,0.04733954137208062,4,1
Q2,synthetic_q2_stress_v2,synthetic,23,linear_ar,tempered,0.5,-0.04269706201471365,-0.08984409718522954,-0.12151810838539732,0.03167401120016779,0.01328083861778004,0.02656167723556008,2,3
Q2,synthetic_q2_stress_v2,synthetic,23,moving_average,tempered,0.5,-0.068077618855715,-0.08803758664244908,-0.15402458434575902,0.06598699770330994,0.011813959290169266,0.023627918580338532,3,4
Q2,synthetic_q2_stress_v2,synthetic,23,naive_last,tempered,0.5,-0.03965681545559135,-0.09483675572053206,-0.10862312180085341,0.013786366080321355,0.014396867885757659,0.028793735771515318,1,2
Q2,synthetic_q2_stress_v2,synthetic,23,noisy_overreactive,tempered,0.5,-0.09664187640347016,-0.22274639164885654,-0.10048935449502089,-0.12225703715383565,0.02062381316428751,0.04124762632857502,4,1
Q2,synthetic_q2_stress_v2,synthetic,23,linear_ar,tempered,1.0,-0.04269706201471365,-0.13699113235574545,-0.15925265512527215,0.022261522769526698,0.02421109776342567,0.02421109776342567,2,3
Q2,synthetic_q2_stress_v2,synthetic,23,moving_average,tempered,1.0,-0.068077618855715,-0.10799755442918316,-0.19076374620859707,0.08276619177941391,0.02266018536946495,0.02266018536946495,3,4
Q2,synthetic_q2_stress_v2,synthetic,23,naive_last,tempered,1.0,-0.03965681545559135,-0.15001669598547274,-0.14514375331688475,-0.004872942668587982,0.025727096374057578,0.025727096374057578,1,2
Q2,synthetic_q2_stress_v2,synthetic,23,noisy_overreactive,tempered,1.0,-0.09664187640347016,-0.36721942212105935,-0.13822506610680532,-0.22899435601425402,0.0339174382699994,0.0339174382699994,4,1
Q2,synthetic_q2_stress_v2,synthetic,24,linear_ar,tempered,0.0,-0.03618272877269127,-0.03618272877269127,-0.03618272877269127,0.0,0.0,0.09824707559592519,2,2
Q2,synthetic_q2_stress_v2,synthetic,24,moving_average,tempered,0.0,-0.06069051439016895,-0.06069051439016895,-0.06069051439016895,0.0,0.0,0.03847958838312594,3,3
Q2,synthetic_q2_stress_v2,synthetic,24,naive_last,tempered,0.0,-0.034225056646019984,-0.034225056646019984,-0.034225056646019984,0.0,0.0,0.11265447515737496,1,1
Q2,synthetic_q2_stress_v2,synthetic,24,noisy_overreactive,tempered,0.0,-0.08428667238695006,-0.07437494361165418,-0.07437494361165418,0.0,0.0,0.30799837877259717,4,4
Q2,synthetic_q2_stress_v2,synthetic,24,linear_ar,tempered,0.25,-0.03618272877269127,-0.06074449767167256,-0.09075915401834493,0.030014656346672372,0.006938231680744604,0.027752926722978417,2,3
Q2,synthetic_q2_stress_v2,synthetic,24,moving_average,tempered,0.25,-0.06069051439016895,-0.07031041148595045,-0.12583800032898354,0.05552758884303309,0.005840058962969338,0.023360235851877353,3,4
Q2,synthetic_q2_stress_v2,synthetic,24,naive_last,tempered,0.25,-0.034225056646019984,-0.06238867543536373,-0.08232180438204727,0.01993312894668354,0.007540205963262064,0.030160823853048257,1,2
Q2,synthetic_q2_stress_v2,synthetic,24,noisy_overreactive,tempered,0.25,-0.08428667238695006,-0.1513745383048035,-0.07100821233446969,-0.0803663259703338,0.01203436249288992,0.04813744997155968,4,1
Q2,synthetic_q2_stress_v2,synthetic,24,linear_ar,tempered,0.5,-0.03618272877269127,-0.08530626657065386,-0.10989714552710834,0.02459087895645448,0.012921089141100258,0.025842178282200517,2,3
Q2,synthetic_q2_stress_v2,synthetic,24,moving_average,tempered,0.5,-0.06069051439016895,-0.07993030858173192,-0.14425242848043476,0.06432211989870285,0.01132884577623931,0.02265769155247862,3,4
Q2,synthetic_q2_stress_v2,synthetic,24,naive_last,tempered,0.5,-0.034225056646019984,-0.09055229422470747,-0.10090385420426201,0.010351559979554545,0.01391414509639441,0.02782829019278882,1,2
Q2,synthetic_q2_stress_v2,synthetic,24,noisy_overreactive,tempered,0.5,-0.08428667238695006,-0.22837413299795278,-0.09120698366756648,-0.13716714933038632,0.02094017556054166,0.04188035112108332,4,1
Q2,synthetic_q2_stress_v2,synthetic,24,linear_ar,tempered,1.0,-0.03618272877269127,-0.13442980436861646,-0.1457153670348126,0.011285562666196153,0.023390998046041687,0.023390998046041687,2,3
Q2,synthetic_q2_stress_v2,synthetic,24,moving_average,tempered,1.0,-0.06069051439016895,-0.0991701027732949,-0.1791531338004703,0.0799830310271754,0.021626151581072544,0.021626151581072544,3,4
Q2,synthetic_q2_stress_v2,synthetic,24,naive_last,tempered,1.0,-0.034225056646019984,-0.14687953180339494,-0.13580358861737993,-0.011075943186015014,0.024790684992020796,0.024790684992020796,1,2
Q2,synthetic_q2_stress_v2,synthetic,24,noisy_overreactive,tempered,1.0,-0.08428667238695006,-0.3823733223842514,-0.12753578982141917,-0.25483753256283226,0.03419422387592422,0.03419422387592422,4,1
Q2,synthetic_q2_stress_v2,synthetic,25,linear_ar,tempered,0.0,-0.04631109675341956,-0.04631109675341956,-0.04631109675341956,0.0,0.0,0.09630900377490614,2,2
Q2,synthetic_q2_stress_v2,synthetic,25,moving_average,tempered,0.0,-0.06869184412292449,-0.06869184412292449,-0.06869184412292449,0.0,0.0,0.03914099543674408,3,3
Q2,synthetic_q2_stress_v2,synthetic,25,naive_last,tempered,0.0,-0.04251148166231504,-0.04251148166231504,-0.04251148166231504,0.0,0.0,0.10475443556580002,1,1
Q2,synthetic_q2_stress_v2,synthetic,25,noisy_overreactive,tempered,0.0,-0.1080570234573933,-0.08394592350193004,-0.08394592350193004,0.0,0.0,0.2861428512609789,4,4
Q2,synthetic_q2_stress_v2,synthetic,25,linear_ar,tempered,0.25,-0.04631109675341956,-0.0703883476971461,-0.10333300709155478,0.03294465939440869,0.007351585233048933,0.029406340932195733,2,3
Q2,synthetic_q2_stress_v2,synthetic,25,moving_average,tempered,0.25,-0.06869184412292449,-0.0784770929821105,-0.13815691262369534,0.059679819641584836,0.006385801008277135,0.02554320403310854,3,4
Q2,synthetic_q2_stress_v2,synthetic,25,naive_last,tempered,0.25,-0.04251148166231504,-0.06870009055376504,-0.09118358058492679,0.02248349003116175,0.007718598272042325,0.0308743930881693,1,2
Q2,synthetic_q2_stress_v2,synthetic,25,noisy_overreactive,tempered,0.25,-0.1080570234573933,-0.1554816363171748,-0.08271765965540409,-0.0727639766617707,0.011540298963580647,0.04616119585432259,4,1
Q2,synthetic_q2_stress_v2,synthetic,25,linear_ar,tempered,0.5,-0.04631109675341956,-0.09446559864087263,-0.1239205338634437,0.029454935222571074,0.013743633201345353,0.027487266402690707,2,3
Q2,synthetic_q2_stress_v2,synthetic,25,moving_average,tempered,0.5,-0.06869184412292449,-0.08826234184129653,-0.1579661817386166,0.06970383989732007,0.012332465258948717,0.024664930517897435,3,4
Q2,synthetic_q2_stress_v2,synthetic,25,naive_last,tempered,0.5,-0.04251148166231504,-0.09488869944521507,-0.11089362379252189,0.016004924347306826,0.014388218976314681,0.028776437952629363,1,2
Q2,synthetic_q2_stress_v2,synthetic,25,noisy_overreactive,tempered,0.5,-0.1080570234573933,-0.22701734913241947,-0.10363328358462388,-0.12338406554779559,0.020156795633627343,0.040313591267254686,4,1
Q2,synthetic_q2_stress_v2,synthetic,25,linear_ar,tempered,1.0,-0.04631109675341956,-0.14262010052832572,-0.16235733043814699,0.01973722990982127,0.02496173932568159,0.02496173932568159,2,3
Q2,synthetic_q2_stress_v2,synthetic,25,moving_average,tempered,1.0,-0.06869184412292449,-0.10783283955966858,-0.1953711933020657,0.08753835374239713,0.02346674489890865,0.02346674489890865,3,4
Q2,synthetic_q2_stress_v2,synthetic,25,naive_last,tempered,1.0,-0.04251148166231504,-0.14726591722811508,-0.1480473669534679,0.000781449725352823,0.025907547047665822,0.025907547047665822,1,2
Q2,synthetic_q2_stress_v2,synthetic,25,noisy_overreactive,tempered,1.0,-0.1080570234573933,-0.37008877476290897,-0.1414132109233133,-0.22867556383959567,0.03303434213313711,0.03303434213313711,4,1
Q2,synthetic_q2_stress_v2,synthetic,26,linear_ar,tempered,0.0,-0.04015176384769577,-0.04015176384769577,-0.04015176384769577,0.0,0.0,0.09893857827954258,2,2
Q2,synthetic_q2_stress_v2,synthetic,26,moving_average,tempered,0.0,-0.06420965774686521,-0.06420965774686521,-0.06420965774686521,0.0,0.0,0.04115080985887176,3,3
Q2,synthetic_q2_stress_v2,synthetic,26,naive_last,tempered,0.0,-0.038618616409061994,-0.038618616409061994,-0.038618616409061994,0.0,0.0,0.11434320709684188,1,1
Q2,synthetic_q2_stress_v2,synthetic,26,noisy_overreactive,tempered,0.0,-0.10072806508920701,-0.08025138295674442,-0.08025138295674442,0.0,0.0,0.3053837598814911,4,4
Q2,synthetic_q2_stress_v2,synthetic,26,linear_ar,tempered,0.25,-0.04015176384769577,-0.0648864084175814,-0.0964110846646164,0.03152467624703499,0.0072401391418165815,0.028960556567266326,2,3
Q2,synthetic_q2_stress_v2,synthetic,26,moving_average,tempered,0.25,-0.06420965774686521,-0.07449736021158317,-0.1316529292732516,0.057155569061668424,0.006229043916535987,0.024916175666143948,3,4
Q2,synthetic_q2_stress_v2,synthetic,26,naive_last,tempered,0.25,-0.038618616409061994,-0.06720441818327248,-0.08647867108762176,0.01927425290434928,0.007876422698771979,0.031505690795087915,1,2
Q2,synthetic_q2_stress_v2,synthetic,26,noisy_overreactive,tempered,0.25,-0.10072806508920701,-0.1565973229271172,-0.07782841152482695,-0.07876891140229025,0.012338230997654132,0.049352923990616526,4,1
Q2,synthetic_q2_stress_v2,synthetic,26,linear_ar,tempered,0.5,-0.04015176384769577,-0.08962105298746706,-0.11607004522514106,0.026448992237673996,0.01336152959416669,0.02672305918833338,2,3
Q2,synthetic_q2_stress_v2,synthetic,26,moving_average,tempered,0.5,-0.06420965774686521,-0.08478506267630109,-0.1504697484760165,0.0656846857997154,0.012013720483394151,0.024027440966788303,3,4
Q2,synthetic_q2_stress_v2,synthetic,26,naive_last,tempered,0.5,-0.038618616409061994,-0.09579021995748295,-0.10544302653111423,0.009652806573631281,0.014410259600186714,0.02882051920037343,1,2
Q2,synthetic_q2_stress_v2,synthetic,26,noisy_overreactive,tempered,0.5,-0.10072806508920701,-0.23294326289748998,-0.09860094762131114,-0.13434231527617885,0.021394208911366095,0.04278841782273219,4,1
Q2,synthetic_q2_stress_v2,synthetic,26,linear_ar,tempered,1.0,-0.04015176384769577,-0.13909034212723836,-0.15270808472048655,0.013617742593248189,0.024164990064975612,0.024164990064975612,2,3
Q2,synthetic_q2_stress_v2,synthetic,26,moving_average,tempered,1.0,-0.06420965774686521,-0.10536046760573697,-0.18597184974831052,0.08061138214257355,0.022855835470968613,0.022855835470968613,3,4
Q2,synthetic_q2_stress_v2,synthetic,26,naive_last,tempered,1.0,-0.038618616409061994,-0.15296182350590387,-0.1408885363158159,-0.012073287190087961,0.025544797444194398,0.025544797444194398,1,2
Q2,synthetic_q2_stress_v2,synthetic,26,noisy_overreactive,tempered,1.0,-0.10072806508920701,-0.38563514283823547,-0.1356736116743065,-0.24996153116392897,0.034833481200578824,0.034833481200578824,4,1
Q2,synthetic_q2_stress_v2,synthetic,27,linear_ar,tempered,0.0,-0.03679908206276939,-0.03679908206276939,-0.03679908206276939,0.0,0.0,0.09208724606775777,2,2
Q2,synthetic_q2_stress_v2,synthetic,27,moving_average,tempered,0.0,-0.06175003304198979,-0.06175003304198979,-0.06175003304198979,0.0,0.0,0.03922751323176228,3,3
Q2,synthetic_q2_stress_v2,synthetic,27,naive_last,tempered,0.0,-0.03476484005459946,-0.03476484005459946,-0.03476484005459946,0.0,0.0,0.10962555899187282,1,1
Q2,synthetic_q2_stress_v2,synthetic,27,noisy_overreactive,tempered,0.0,-0.08874212830094953,-0.07230710023482904,-0.07230710023482904,0.0,0.0,0.29563284285019104,4,4
Q2,synthetic_q2_stress_v2,synthetic,27,linear_ar,tempered,0.25,-0.03679908206276939,-0.05982089357970885,-0.09435856865569961,0.03453767507599076,0.0071563508339947315,0.028625403335978926,2,3
Q2,synthetic_q2_stress_v2,synthetic,27,moving_average,tempered,0.25,-0.06175003304198979,-0.07155691134993036,-0.1294200398812161,0.057863128531285724,0.006159741324811024,0.024638965299244097,3,4
Q2,synthetic_q2_stress_v2,synthetic,27,naive_last,tempered,0.25,-0.03476484005459946,-0.06217122980256767,-0.08401967076500755,0.02184844096243988,0.007752669991979211,0.031010679967916843,1,2
Q2,synthetic_q2_stress_v2,synthetic,27,noisy_overreactive,tempered,0.25,-0.08874212830094953,-0.14621531094737683,-0.07386417695599914,-0.07235113399137769,0.01198348648628533,0.04793394594514132,4,1
Q2,synthetic_q2_stress_v2,synthetic,27,linear_ar,tempered,0.5,-0.03679908206276939,-0.08284270509664828,-0.11419080714494335,0.03134810204829508,0.013350338484011095,0.02670067696802219,2,3
Q2,synthetic_q2_stress_v2,synthetic,27,moving_average,tempered,0.5,-0.06175003304198979,-0.08136378965787093,-0.14840183342820878,0.06703804377033785,0.011908484005821254,0.023816968011642507,3,4
Q2,synthetic_q2_stress_v2,synthetic,27,naive_last,tempered,0.5,-0.03476484005459946,-0.08957761955053586,-0.1031658803164454,0.013588260765909535,0.014315030282995156,0.028630060565990312,1,2
Q2,synthetic_q2_stress_v2,synthetic,27,noisy_overreactive,tempered,0.5,-0.08874212830094953,-0.22012352165992458,-0.09461114840125608,-0.12551237325866849,0.020946146653276564,0.04189229330655313,4,1
Q2,synthetic_q2_stress_v2,synthetic,27,linear_ar,tempered,1.0,-0.03679908206276939,-0.12888632813052717,-0.15100018886158978,0.022113860731062612,0.02405579021927838,0.02405579021927838,2,3
Q2,synthetic_q2_stress_v2,synthetic,27,moving_average,tempered,1.0,-0.06175003304198979,-0.10097754627375208,-0.1843087415505226,0.08333119527677052,0.022667257986346206,0.022667257986346206,3,4
Q2,synthetic_q2_stress_v2,synthetic,27,naive_last,tempered,1.0,-0.03476484005459946,-0.14439039904647227,-0.13902956668709693,-0.005360832359375345,0.025491005452037956,0.025491005452037956,1,2
Q2,synthetic_q2_stress_v2,synthetic,27,noisy_overreactive,tempered,1.0,-0.08874212830094953,-0.36793994308502015,-0.13192629401567166,-0.2360136490693485,0.03438141026887885,0.03438141026887885,4,1
Q2,synthetic_q2_stress_v2,synthetic,28,linear_ar,tempered,0.0,-0.04154215544827993,-0.04154215544827993,-0.04154215544827993,0.0,0.0,0.09745575575083111,2,2
Q2,synthetic_q2_stress_v2,synthetic,28,moving_average,tempered,0.0,-0.0633573570092763,-0.0633573570092763,-0.0633573570092763,0.0,0.0,0.038032837491971686,3,3
Q2,synthetic_q2_stress_v2,synthetic,28,naive_last,tempered,0.0,-0.039360402086236285,-0.039360402086236285,-0.039360402086236285,0.0,0.0,0.11198679774312449,1,1
Q2,synthetic_q2_stress_v2,synthetic,28,noisy_overreactive,tempered,0.0,-0.10145929974128978,-0.0843168471200995,-0.0843168471200995,0.0,0.0,0.3092458533272229,4,4
Q2,synthetic_q2_stress_v2,synthetic,28,linear_ar,tempered,0.25,-0.04154215544827993,-0.0659060943859877,-0.09630993247041514,0.03040383808442744,0.0071005051463308745,0.028402020585323498,2,3
Q2,synthetic_q2_stress_v2,synthetic,28,moving_average,tempered,0.25,-0.0633573570092763,-0.07286556638226924,-0.12846311510745728,0.055597548725188045,0.006035927662512679,0.024143710650050717,3,4
Q2,synthetic_q2_stress_v2,synthetic,28,naive_last,tempered,0.25,-0.039360402086236285,-0.0673571015220174,-0.08525829001898808,0.01790118849697067,0.007698582823500072,0.030794331294000287,1,2
Q2,synthetic_q2_stress_v2,synthetic,28,noisy_overreactive,tempered,0.25,-0.10145929974128978,-0.16162831045190523,-0.07670374221088776,-0.08492456824101748,0.012072070387634385,0.04828828155053754,4,1
Q2,synthetic_q2_stress_v2,synthetic,28,linear_ar,tempered,0.5,-0.04154215544827993,-0.09027003332369547,-0.11589041673696217,0.025620383413266695,0.013244308353876163,0.026488616707752325,2,3
Q2,synthetic_q2_stress_v2,synthetic,28,moving_average,tempered,0.5,-0.0633573570092763,-0.08237377575526215,-0.1473583643173265,0.06498458856206434,0.011722421281888776,0.023444842563777553,3,4
Q2,synthetic_q2_stress_v2,synthetic,28,naive_last,tempered,0.5,-0.039360402086236285,-0.09535380095779854,-0.10403325006066383,0.008679449102865291,0.01417982928046115,0.0283596585609223,1,2
Q2,synthetic_q2_stress_v2,synthetic,28,noisy_overreactive,tempered,0.5,-0.10145929974128978,-0.23893977378371095,-0.09716119853578624,-0.1417785752479247,0.021084011248717414,0.04216802249743483,4,1
